Service,Description,Micro Category,Macro Category,Service Category,Discounted Price,Original Price,Location,Hours,Discounted?
Brows Microblading (hairstroke),"Includes free touch up 4 weeks after for first time clients.
2 hours
Lasts about 1 year.
$300 6 month Color Boost
$450 1 year Touch Up
full price after 1 year",Eyebrow,Semi-permanent makeup,Spa,,550,Cocoon Urban Day Spa,"Tues-Fri 10am-8pm, Sat-Mon 10am-6pm",FALSE
Brows Full Fill (traditional),"Includes free touch up 4 weeks after for first time clients.
2 hours
Lasts about 3-5 years.
$250 1 year Color Boost
$300 2 year Color Boost
$450 3 year Touch Up
Full price after 3 years.",Eyebrow,Semi-permanent makeup,Spa,,550,Cocoon Urban Day Spa,"Tues-Fri 10am-8pm, Sat-Mon 10am-6pm",FALSE
Sugaring - Brow,,Eyebrow,Sugaring,Hair Removal,,35,Cocoon Urban Day Spa,"Tues-Fri 10am-8pm, Sat-Mon 10am-6pm",FALSE
Threading - Brow,,Eyebrow,Threading,Hair Removal,,40,Cocoon Urban Day Spa,"Tues-Fri 10am-8pm, Sat-Mon 10am-6pm",FALSE
Threading - Brow Maintenance,,Eyebrow,Threading,Hair Removal,,35,Cocoon Urban Day Spa,"Tues-Fri 10am-8pm, Sat-Mon 10am-6pm",FALSE
Waxing - Full leg,,Full leg,Waxing,Hair Removal,,35,Sutter Nails,"Mon-Sat 9:30am-7:30pm, Sun 9:30am-7pm",FALSE
Waxing - Full Leg,,Full leg,Waxing,Hair Removal,,65+,Vanity Beauty Lounge,Mon-Fri 11am-7pm,FALSE
Waxing - Full leg,,Full leg,Waxing,Hair Removal,,40,Sunset Nails,"Mon-Fri 10am-7pm, Sun 10am-6pm",FALSE
Waxing - Full leg,,Full leg,Waxing,Hair Removal,,45+,Sugarcoat,"Mon-Fri 10am-7:30pm, Sun 10am-7pm",FALSE
Waxing - Half arms,,Half arm,Waxing ,Hair Removal,,20+,Boniva Nail Spa,"Tues-Sat 10am - 7pm, Sun 10am-6pm",FALSE
Waxing - Half arms,,Half arm,Waxing,Hair Removal,,25+,Cascade Nail & Spa,"Mon-Fri 10am-7:30pm, Sat-Sun 10am-7pm ",FALSE
Waxing - Half arms,,Half arm,Waxing,Hair Removal,,20,Castro Nail Salon,Mon-Sun 10am-7pm,FALSE
Waxing - Half arms (20% off first time),Need to show coupon from their website: http://cityfamousnailspa.com/coupon-2/,Half arm,Waxing,Hair Removal,14.4,18,City Famous Nail Spa,Mon-Sat 10am-7pm,TRUE
Women's Wax - Forearms,,Half arm,Waxing,Hair Removal,,35,Cocoon Urban Day Spa,"Tues-Fri 10am-8pm, Sat-Mon 10am-6pm",FALSE
Waxing - Half arms,,Half arm,Waxing,Hair Removal,,20,Diane Nails Care,"Mon-Fri 10:30am-8pm, Sat 10am-7:30pm, Sun 10am-7pm",FALSE
Waxing - Half arms,,Half arm,Waxing,Hair Removal,,15,Doan's Nail,Mon-Sat 10am-7pm,FALSE
Waxing - Fore arm,,Half arm,Waxing,Hair Removal,,20,Fingertips Nail Salon,Mon - Sat 9:30am-7:30pm,FALSE
Waxing - Half arms,,Half arm,Waxing,Hair Removal,,18,Four Seasons Nail & Spa,"Mon-Sat 9:30am-7:30pm, Sun 9:30AM-6:30pm",FALSE
Sugarig - Eyebrows,,Eyebrow,Sugaring,Hair Removal,,24,JoJe Nail Spa,"Mon-Sat 10am-7:30pm, Sun 10am-7pm",FALSE
Waxing - Half arms,,Half arm,Waxing,Hair Removal,,28,Gelous Nails,"Mon-Sat 9:30am-7:30pm, Sun 10am-7pm",FALSE
Waxing - Half arms,,Half arm,Waxing,Hair Removal,,20,Green Spa & Nail,"Mon-Sat 10am-7:30pm, Sun 10am-7pm",FALSE
Waxing - Upper arm,,Half arm,Waxing,Hair Removal,,25,Green Spa & Nail,"Mon-Sat 10am-7:30pm, Sun 10am-7pm",FALSE
Waxing - Half arms,,Half arm,Waxing,Hair Removal,,20,Haight Street Nails,"Mon-Tues 10:30am-7pm. Wed-Sat 10:30am-7:30pm, Sun 10:30am-6:30pm",FALSE
Waxing - Forearm,,Half arm,Waxing,Hair Removal,,25,Hand Job Spa,"Mon-Sat 10am-8pm, Sun 11am-7pm",FALSE
Waxing - Forearm,,Half arm,Waxing,Hair Removal,,20,JoJe Nail Spa,"Mon-Sat 10am-7:30pm, Sun 10am-7pm",FALSE
Eyebrow Microblading,with one free eyebrow touch-up,Eyebrow,Semi-permanent makeup,Spa,,338,Nels Beauty Salon,Mon-Sun 10:30am-7:30pm,FALSE
Waxing - Half arms,,Half arm,Waxing,Hair Removal,,18,KT Nails,Wed-Mon 10am-7:30pm,FALSE
Waxing - Half arms,,Half arm,Waxing,Hair Removal,,30,La Petite Nail Shop,"Mon 11am-7pm, Tues 10am-7pm, Wed 11am-7pm, Thurs-Sun 10am-7pm",FALSE
Waxing - Half arms,,Half arm,Waxing,Hair Removal,,30,Lotus Nail Salon,"Mon-Sat 10am-7:30pm, Sun 10:30am-7pm",FALSE
Waxing - Half arms,,Half arm,Waxing,Hair Removal,,20,Mani-Pedi Beauty Spa,"Mon-Sat 10am-7:30pm, Sun 10am-7pm",FALSE
Waxing - Half arm,,Half arm,Waxing,Hair Removal,,20,Nail Today,"Mon-Sat 9:30am-7:30pm, Sun 10am-7pm",FALSE
Waxing - Half arms,,Half arm,Waxing,Hair Removal,,20,Nali Nails & Spa,"Mon-Sat 9:30am-7:30pm, Sun 10am-7pm",FALSE
Waxing - Half arm,,Half arm,Waxing,Hair Removal,,20,Pampered Hands Salon,"Mon-Fri 9am-7pm, Sat 10am-5pm ",FALSE
Waxing - Upper arm,,Half arm,Waxing,Hair Removal,,16,Pearly Nails,"Mon 10am-7pm, Wed-Sun 10am-7pm",FALSE
Waxing - Lower arm,,Half arm,Waxing,Hair Removal,,16,Pearly Nails,"Mon 10am-7pm, Wed-Sun 10am-7pm",FALSE
Waxing - Half arm,,Half arm,Waxing,Hair Removal,,25,Polish Nail & Beauty Spa,Tues-Sun 10am-7pm,FALSE
Waxing - Half arms,,Half arm,Waxing,Hair Removal,,25+,Polished Nest,"Tues-Fri 11am-7pm, Sat-Sun 10am-6pm",FALSE
Waxing - Half arms,,Half arm,Waxing,Hair Removal,,25,Q Spa,"Mon-Fri 11am-7:30pm, Sat 10am-7pm, Sun 10am-6pm",FALSE
Waxing - Half arm,,Half arm,Waxing,Hair Removal,,20,Relax Nails,"Mon-Sat 10am-7:30pm, Sun 10am-7pm",FALSE
Eyebrows Tint,,Tinting,Eyebrow,Hair,,15,Simply Unique Nails,"Mon-Fri 10am-8pm, Sat 10am-7pm, Sun 11am-6:30pm",FALSE
Waxing - Half arm,,Half arm,Waxing,Hair Removal,,20,Sensi Luxury Nails & Spa,"Tues-Thurs 11am-7:30pm, Sat-Sun 10:30am-7pm",FALSE
Eyebrow Tint,,Tinting,Eyebrow,Hair,,20,Soubella Nails Spa,Tues-Sun 10am-7:30pm,FALSE
Waxing - Half arm,,Half arm,Waxing,Hair Removal,,20,SF Nail Bar,"Tues-Fri 11am-7:30pm, Sat-Sun 10am-7pm",FALSE
Waxing - Half arm,,Half arm,Waxing,Hair Removal,,20,Simply Unique Nails,"Mon-Fri 10am-8pm, Sat 10am-7pm, Sun 11am-6:30pm",FALSE
Waxing - Half arm,,Half arm,Waxing,Hair Removal,,20+,Soubella Nails Spa,Tues-Sun 10am-7:30pm,FALSE
Waxing - Half arm,,Half arm,Waxing,Hair Removal,,20+,Sweeties Salon,"Wed-Sat 10:30am-7:30pm, Sun 10:30am-7pm, Mon 10:30am-7:30pm",FALSE
Waxing - Half arm,,Half arm,Waxing,Hair Removal,,20,The  Nail Room,"Mon-Fri 10:30am-7pm, Sat-Sun 10am-7pm",FALSE
60-min European Facial w/ Extraction,,Extraction Facial,Facial,Spa,,70,Cascade Nail & Spa,"Mon-Fri 10am-7:30pm, Sat-Sun 10am-7pm ",FALSE
La Petite Facial,Perfect for all skin types. Start off with a cleansing gomage or light exfoliation for dead skin & impurities. Pore extractions & end it off with a calming facial mask,Exfoliating Facial,Facial,Spa,,85,La Petite Nail Shop,"Mon 11am-7pm, Tues 10am-7pm, Wed 11am-7pm, Thurs-Sun 10am-7pm",FALSE
Signature Facial (60 min),"This purifying treatment includes a gentle exfoliation to remove dull skin, a luxurious massage, a deep cleaning masque and botanical extracts to rejuvenate the skin. ",Exfoliating Facial,Facial,Spa,,120,Mizu Spa,"Tues-Thurs 11am-7pm, Fri-Sat 10am-7pm, Sun 10am-6pm",FALSE
Mini Facial (40 min),"This customized mini facial consist of cleansing, exfoliation and a masque, created especially for people on the go. ",Exfoliating Facial,Facial,Spa,,75,Mizu Spa,"Tues-Thurs 11am-7pm, Fri-Sat 10am-7pm, Sun 10am-6pm",FALSE
Waxing - Half arm,,Half arm,Waxing,Hair Removal,,20,White Daisy Nail Spa,"Mon-Sat 9am-7pm, Sun 9:30am-6pm",FALSE
Waxing - Half Arms,,Half arm,Waxing,Hair Removal,,24,Tootsie Toes,"Mon-Sat 10am-7:30pm, Sun 10am-7pm",FALSE
Waxing - Ears,,Ear,Men's Waxing,Hair Removal,,20,Lotus Nail Salon,"Mon-Sat 10am-7:30pm, Sun 10:30am-7pm",FALSE
Men's Waxing - Ears,,Ear,Men's Waxing,Hair Removal,,15,Q Spa,"Mon-Fri 11am-7:30pm, Sat 10am-7pm, Sun 10am-6pm",FALSE
Waxing - Half arm,,Half arm,Waxing,Hair Removal,,18,Sutter Nails,"Mon-Sat 9:30am-7:30pm, Sun 9:30am-7pm",FALSE
Powder Dipping Set,,Dipping Powder Full-Set,Dipping Powder,Nails,,50+,Gentle Nails Salon,Mon-Sat 10am-7:30pm,FALSE
Powder Dipping Full,,Dipping Powder Full-Set,Dipping Powder,Nails,,40+,Gentle Nails Salon,Mon-Sat 10am-7:30pm,FALSE
Dipping Powder/SNS Full Set,,Dipping Powder Full-Set,Dipping Powder,Nails,,50,It's M3 Time Nail Salon,"Mon-Fri 10am-7:30pm, Sat 10am-7pm, Sun 11am-6:30pm",FALSE
Dipping powder,,Dipping Powder Full-Set,Dipping Powder,Nails,,50,Lotus Nail Salon,"Mon-Sat 10am-7:30pm, Sun 10:30am-7pm",FALSE
Dipping powder extension with gel,,Dipping Powder Full-Set,Dipping Powder,Nails,,65,Lotus Nail Salon,"Mon-Sat 10am-7:30pm, Sun 10:30am-7pm",FALSE
Dipping powder gel,,Dipping Powder Full-Set,Dipping Powder,Nails,,25,Lotus Nail Salon,"Mon-Sat 10am-7:30pm, Sun 10:30am-7pm",FALSE
Dipping powder with classic mancure,,Dipping Powder Full-Set,Dipping Powder,Nails,,35,Lotus Nail Salon,"Mon-Sat 10am-7:30pm, Sun 10:30am-7pm",FALSE
Dipping Powder,,Dipping Powder Full-Set,Dipping Powder,Nails,,45,SF Nail Bar,"Tues-Fri 11am-7:30pm, Sat-Sun 10am-7pm",FALSE
Combo Dipping powder - Deluxe Pedicure,"dipping powder, pedicure, manicure",Dipping Powder Full-Set,Dipping Powder,Nails,,74,SF Nail Bar,"Tues-Fri 11am-7:30pm, Sat-Sun 10am-7pm",FALSE
Dipping Powder/SNS Extension,,Dipping Powder Extension,Dipping Powder,Nails,,55+,It's M3 Time Nail Salon,"Mon-Fri 10am-7:30pm, Sat 10am-7pm, Sun 11am-6:30pm",FALSE
Dipping powder with gel,,Dipping Powder Extension,Dipping Powder,Nails,,55,Lotus Nail Salon,"Mon-Sat 10am-7:30pm, Sun 10:30am-7pm",FALSE
Dipping powder extension ,,Dipping Powder Extension,Dipping Powder,Nails,,60,Lotus Nail Salon,"Mon-Sat 10am-7:30pm, Sun 10:30am-7pm",FALSE
Hot Stone Massage (80 min),"Combined with the Swedish massage, the hot stone therapy is particularly helpful towards poor circulation and for the relief of joint pain. The replacement of the heated stones to key points on the body quickly relieves tension and enhances deep relaxation.",Hot Stone Massage,Massage,Spa,,150,Mizu Spa,"Tues-Thurs 11am-7pm, Fri-Sat 10am-7pm, Sun 10am-6pm",FALSE
Prenatal Massage (50 min),"Designed specifically for the needs of a woman's changing body during pregnancy, this treatment provides relief from muscle cramps and stress, especially in the lower back, neck, hips and legs. ",Prenatal Massage,Massage,Spa,,115,Mizu Spa,"Tues-Thurs 11am-7pm, Fri-Sat 10am-7pm, Sun 10am-6pm",FALSE
Detox Facial,"Perfect for oily/acne prone skin. Deep pore cleansing, a salicylic or custom peel w/ beta hydroxy ingredients, a meticulous extraction & customized mask for a healthy polished glow.",Detox Facial,Facial,Spa,,105,La Petite Nail Shop,"Mon 11am-7pm, Tues 10am-7pm, Wed 11am-7pm, Thurs-Sun 10am-7pm",FALSE
Advanced Resurfacing Facial (60 min),"Our resurfacing treatment combines a moisturizing enzyme masque with a peel to improve fine lines, acne, sun damaged skin and hyperpigmentation. ",Detox Facial,Facial,Spa,,150,Mizu Spa,"Tues-Thurs 11am-7pm, Fri-Sat 10am-7pm, Sun 10am-6pm",FALSE
Purity Peel Mini Facial (25 min),Unique blend of acids correct skin condition and heals acne lesion scars,Detox Facial,Facial,Spa,,140,Mizu Spa,"Tues-Thurs 11am-7pm, Fri-Sat 10am-7pm, Sun 10am-6pm",FALSE
Atoxelene Infusion Mini Facial (45 min),"This treatment combines natural amino peptides and antioxidants to dramatically smooth the appearance of expression lines, refine the forehead, and plump the lips for immediate results. ",Detox Facial,Facial,Spa,,105,Mizu Spa,"Tues-Thurs 11am-7pm, Fri-Sat 10am-7pm, Sun 10am-6pm",FALSE
Prenatal Massage (80 min),"Designed specifically for the needs of a woman's changing body during pregnancy, this treatment provides relief from muscle cramps and stress, especially in the lower back, neck, hips and legs.",Prenatal Massage,Massage,Spa,,150,Mizu Spa,"Tues-Thurs 11am-7pm, Fri-Sat 10am-7pm, Sun 10am-6pm",FALSE
Body Massage (30 min),,Regular Massage,Massage,Spa,,40,Castro Nail Salon,Mon-Sun 10am-7pm,FALSE
Body Massage (1 hour),,Regular Massage,Massage,Spa,,70,Castro Nail Salon,Mon-Sun 10am-7pm,FALSE
Essential Relaxation Massage (60 min),"A full body, smooth flowing style of massage that promotes deep relaxation, improves circulation, range of movement, and relieves muscular tension. Uplifting and mind clearing the benefits of this treatment are appropriate for all.",Relaxation Massage,Massage,Spa,,115,Cocoon Urban Day Spa,"Tues-Fri 10am-8pm, Sat-Mon 10am-6pm",FALSE
Essential Relaxation Massage (90 min),"A full body, smooth flowing style of massage that promotes deep relaxation, improves circulation, range of movement, and relieves muscular tension. Uplifting and mind clearing the benefits of this treatment are appropriate for all.",Relaxation Massage,Massage,Spa,,165,Cocoon Urban Day Spa,"Tues-Fri 10am-8pm, Sat-Mon 10am-6pm",FALSE
Deep Relaxation Massage (60 min),"A full body, smooth flowing style of massage that incorporates deep tissue work where your body needs it. A combination of our Essential Relaxation Massage and our Therapeutic Deep Tissue massage. When you want to relieve tension in the body and relax the mind.",Relaxation Massage,Massage,Spa,,115,Cocoon Urban Day Spa,"Tues-Fri 10am-8pm, Sat-Mon 10am-6pm",FALSE
Deep Relaxation Massage (90 min),"A full body, smooth flowing style of massage that incorporates deep tissue work where your body needs it. A combination of our Essential Relaxation Massage and our Therapeutic Deep Tissue massage. When you want to relieve tension in the body and relax the mind.",Relaxation Massage,Massage,Spa,,165,Cocoon Urban Day Spa,"Tues-Fri 10am-8pm, Sat-Mon 10am-6pm",FALSE
Decléor Aromassage (60 min),"Our Aromassage ritual focuses on balancing energies in the body using a blend of Aromatherapy heated balms and oils. Your therapist will tailor the massage specifically to meet your individual needs whether you are seeking pure relaxation or deep tissue work. Effleurage, acupressure, kneading and gliding movements follow each other in succession to release tension and deliver the aromatherapy benefits of Essential Oils.",Specialty Massage,Massage,Spa,,165,Cocoon Urban Day Spa,"Tues-Fri 10am-8pm, Sat-Mon 10am-6pm",FALSE
90-min Deep Pores Cleansing,,Deep Pore Facial,Facial,Spa,,100,Cascade Nail & Spa,"Mon-Fri 10am-7:30pm, Sat-Sun 10am-7pm ",FALSE
Decléor Aromassage (90 min),"Our Aromassage ritual focuses on balancing energies in the body using a blend of Aromatherapy heated balms and oils. Your therapist will tailor the massage specifically to meet your individual needs whether you are seeking pure relaxation or deep tissue work. Effleurage, acupressure, kneading and gliding movements follow each other in succession to release tension and deliver the aromatherapy benefits of Essential Oils.",Specialty Massage,Massage,Spa,,5,Cocoon Urban Day Spa,"Tues-Fri 10am-8pm, Sat-Mon 10am-6pm",FALSE
Cocooon Signature Body Treatment (120 min),"Our ritual treatment has been created to balance the body, mind and spirit by blending several ancient healing treatments into one. Your experience will begin with a dry brush body treatment, which helps to stimulate the lymphatic flow as well as tone the skin. Your tailored massage using warm aromatic oils will nourish and deeply relax the body. You will then be enveloped in a warm cocoon while you are treated to both the soft hands and feet treatment as well as the shirobhyanga head massage to completely restore you.",Specialty Massage,Massage,Spa,,125,Cocoon Urban Day Spa,"Tues-Fri 10am-8pm, Sat-Mon 10am-6pm",FALSE
Waxing - Half arm,,Half arm,Waxing,Hair Removal,,27,Vanity Beauty Lounge,Mon-Fri 11am-7pm,FALSE
Waxing - Half arm,,Half arm,Waxing,Hair Removal,,20,Sunset Nails,"Mon-Fri 10am-7pm, Sun 10am-6pm",FALSE
Waxing - Half arm,,Half arm,Waxing,Hair Removal,,20,Sugarcoat,"Mon-Fri 10am-7:30pm, Sun 10am-7pm",FALSE
Men's Wax - Half Back,,Half back,Waxing,Hair Removal,,40,Cocoon Urban Day Spa,"Tues-Fri 10am-8pm, Sat-Mon 10am-6pm",FALSE
Sugaring - Chin,,Chin,Sugaring,Hair Removal,,20,Cocoon Urban Day Spa,"Tues-Fri 10am-8pm, Sat-Mon 10am-6pm",FALSE
Threading - Chin,,Chin,Threading,Hair Removal,,20,Cocoon Urban Day Spa,"Tues-Fri 10am-8pm, Sat-Mon 10am-6pm",FALSE
Waxing - Half back,,Half back,Waxing,Hair Removal,,30,La Petite Nail Shop,"Mon 11am-7pm, Tues 10am-7pm, Wed 11am-7pm, Thurs-Sun 10am-7pm",FALSE
Waxing - Half back,,Half back,Waxing,Hair Removal,,20,The  Nail Room,"Mon-Fri 10:30am-7pm, Sat-Sun 10am-7pm",FALSE
Waxing - Lower back,,Half back,Waxing,Hair Removal,,25,White Daisy Nail Spa,"Mon-Sat 9am-7pm, Sun 9:30am-6pm",FALSE
Waxing - Upper back,,Half back,Waxing,Hair Removal,,27,White Daisy Nail Spa,"Mon-Sat 9am-7pm, Sun 9:30am-6pm",FALSE
Waxing- Half leg,,Half leg,Waxing ,Hair Removal,,20+,Boniva Nail Spa,"Tues-Sat 10am - 7pm, Sun 10am-6pm",FALSE
Waxing - Half leg,,Half leg,Waxing,Hair Removal,,25+,Cascade Nail & Spa,"Mon-Fri 10am-7:30pm, Sat-Sun 10am-7pm ",FALSE
Waxing - Upper Leg,,Half leg,Waxing,Hair Removal,,30+,Castro Nail Salon,Mon-Sun 10am-7pm,FALSE
Waxing - Half leg (20% off first time),Need to show coupon from their website: http://cityfamousnailspa.com/coupon-2/,Half leg,Waxing,Hair Removal,20,25,City Famous Nail Spa,Mon-Sat 10am-7pm,TRUE
Women's Wax - Upper Leg,,Half leg,Waxing,Hair Removal,,45,Cocoon Urban Day Spa,"Tues-Fri 10am-8pm, Sat-Mon 10am-6pm",FALSE
Waxing - Half leg,,Half leg,Waxing,Hair Removal,,25,Diane Nails Care,"Mon-Fri 10:30am-8pm, Sat 10am-7:30pm, Sun 10am-7pm",FALSE
Sugaring - Chin,,Chin,Sugaring,Hair Removal,,20,JoJe Nail Spa,"Mon-Sat 10am-7:30pm, Sun 10am-7pm",FALSE
Waxing - Half leg,,Half leg,Waxing,Hair Removal,,25,Doan's Nail,Mon-Sat 10am-7pm,FALSE
Waxing - Half leg,,Half leg,Waxing,Hair Removal,,25,Elegant Nails Salon,Mon - Sun 9am-7:30pm,FALSE
Waxing - Upper Leg,,Half leg,Waxing,Hair Removal,,25,Four Seasons Nail & Spa,"Mon-Sat 9:30am-7:30pm, Sun 9:30AM-6:30pm",FALSE
Waxing - Half leg,,Half leg,Waxing,Hair Removal,,35,Gelous Nails,"Mon-Sat 9:30am-7:30pm, Sun 10am-7pm",FALSE
Waxing- Half leg,,Half leg,Waxing,Hair Removal,,25,Green Spa & Nail,"Mon-Sat 10am-7:30pm, Sun 10am-7pm",FALSE
Waxing - Upper leg,,Half leg,Waxing,Hair Removal,,25,Green Spa & Nail,"Mon-Sat 10am-7:30pm, Sun 10am-7pm",FALSE
Waxing - Half Leg,,Half leg,Waxing,Hair Removal,,20,Haight Street Nails,"Mon-Tues 10:30am-7pm. Wed-Sat 10:30am-7:30pm, Sun 10:30am-6:30pm",FALSE
Waxing - Upper leg,,Half leg,Waxing,Hair Removal,,25,JoJe Nail Spa,"Mon-Sat 10am-7:30pm, Sun 10am-7pm",FALSE
Waxing - Half legs,,Half leg,Waxing,Hair Removal,,20,KT Nails,Wed-Mon 10am-7:30pm,FALSE
Waxing - Upper leg,,Half leg,Waxing,Hair Removal,,45,La Petite Nail Shop,"Mon 11am-7pm, Tues 10am-7pm, Wed 11am-7pm, Thurs-Sun 10am-7pm",FALSE
Waxing - Half leg (lower),,Half leg,Waxing,Hair Removal,,30,Lotus Nail Salon,"Mon-Sat 10am-7:30pm, Sun 10:30am-7pm",FALSE
Waxing - Half leg (Upper),,Half leg,Waxing,Hair Removal,,40,Lotus Nail Salon,"Mon-Sat 10am-7:30pm, Sun 10:30am-7pm",FALSE
Waxing - Upper leg,,Half leg,Waxing,Hair Removal,,25,Mani-Pedi Beauty Spa,"Mon-Sat 10am-7:30pm, Sun 10am-7pm",FALSE
Waxing - Lower leg,,Half leg,Waxing,Hair Removal,,20,Nail Today,"Mon-Sat 9:30am-7:30pm, Sun 10am-7pm",FALSE
Waxing - Upper leg,,Half leg,Waxing,Hair Removal,,23,Nail Today,"Mon-Sat 9:30am-7:30pm, Sun 10am-7pm",FALSE
Waxing - Lower legs,,Half leg,Waxing,Hair Removal,,25,Nali Nails & Spa,"Mon-Sat 9:30am-7:30pm, Sun 10am-7pm",FALSE
Waxing - Half leg,,Half leg,Waxing,Hair Removal,,25,Pampered Hands Salon,"Mon-Fri 9am-7pm, Sat 10am-5pm ",FALSE
Waxing - Upper leg,,Half leg,Waxing,Hair Removal,,30,Pampered Hands Salon,"Mon-Fri 9am-7pm, Sat 10am-5pm ",FALSE
Waxing - Upper leg,,Half leg,Waxing,Hair Removal,,22,Pearly Nails,"Mon 10am-7pm, Wed-Sun 10am-7pm",FALSE
Waxing - Lower leg,,Half leg,Waxing,Hair Removal,,18,Pearly Nails,"Mon 10am-7pm, Wed-Sun 10am-7pm",FALSE
Waxing - Lower leg,,Half leg,Waxing,Hair Removal,,25,Polish Nail & Beauty Spa,Tues-Sun 10am-7pm,FALSE
Waxing - Upper leg,,Half leg,Waxing,Hair Removal,,30,Polish Nail & Beauty Spa,Tues-Sun 10am-7pm,FALSE
Waxing - Lower legs,,Half leg,Waxing,Hair Removal,,28,Polished Nest,"Tues-Fri 11am-7pm, Sat-Sun 10am-6pm",FALSE
Princess/.Prince Pedicure & Manicure (Under 10 years old),,Children's Mani Pedi,Children,Nails,,25,Four Seasons Nail & Spa,"Mon-Sat 9:30am-7:30pm, Sun 9:30AM-6:30pm",FALSE
Princess Manicure/Pedicure (under 10 years old),,Children's Mani Pedi,Children,Nails,,25,Haight Street Nails,"Mon-Tues 10:30am-7pm. Wed-Sat 10:30am-7:30pm, Sun 10:30am-6:30pm",FALSE
Little Princess Mani + Pedi,,Children's Mani Pedi,Children,Nails,,30,It's M3 Time Nail Salon,"Mon-Fri 10am-7:30pm, Sat 10am-7pm, Sun 11am-6:30pm",FALSE
Little Miss Mani-Pedi Combo,"Cut & file, Massage, Color, Design",Children's Mani Pedi,Children,Nails,,22,JoJe Nail Spa,"Mon-Sat 10am-7:30pm, Sun 10am-7pm",FALSE
Prince/Princess Mani Pedi (10 years and under),,Children's Mani Pedi,Children,Nails,,28,Polish Nail & Beauty Spa,Tues-Sun 10am-7pm,FALSE
Kids Mani + Pedi,,Children's Mani Pedi,Children,Nails,,25,The  Nail Room,"Mon-Fri 10:30am-7pm, Sat-Sun 10am-7pm",FALSE
Mini Manicure (children 12 and under),,Children's Manicure,Children,Nails,,15,Castro Nail Salon,Mon-Sun 10am-7pm,FALSE
Princess Manicure (under 10 years old),,Children's Manicure,Children,Nails,,10,Haight Street Nails,"Mon-Tues 10:30am-7pm. Wed-Sat 10:30am-7:30pm, Sun 10:30am-6:30pm",FALSE
Little Princess Manicure,,Children's Manicure,Children,Nails,,12,It's M3 Time Nail Salon,"Mon-Fri 10am-7:30pm, Sat 10am-7pm, Sun 11am-6:30pm",FALSE
Little Miss Mani,"Cut & file, Massage, Color, Design",Children's Manicure,Children,Nails,,10,JoJe Nail Spa,"Mon-Sat 10am-7:30pm, Sun 10am-7pm",FALSE
Kiddie Manicure,"A manicure for the little one, ages 10 and under, without harsh exfoliation or intense massage.",Children's Manicure,Children,Nails,,15,LUX SF,"Sun-Fri 10am-9pm, Sat 10am-7pm",FALSE
Kiddie Regular Manicure,,Children's Manicure,Children,Nails,,10,Oliviana Nail Spa,Mon-Sun 9am-9pm,FALSE
Children's Manicure,Our children's treatment for those 12 and under,Children's Manicure,Children,Nails,,10,Pampered Hands Salon,"Mon-Fri 9am-7pm, Sat 10am-5pm ",FALSE
Princess/Prince Mani,For kids 10 and younger,Children's Manicure,Children,Nails,,12,Q Spa,"Mon-Fri 11am-7:30pm, Sat 10am-7pm, Sun 10am-6pm",FALSE
Mini-Mani (kiddie),For kids under 10 year-old,Children's Manicure,Children,Nails,,15,SF Nail Bar,"Tues-Fri 11am-7:30pm, Sat-Sun 10am-7pm",FALSE
Kids Manicure,,Children's Manicure,Children,Nails,,10,The  Nail Room,"Mon-Fri 10:30am-7pm, Sat-Sun 10am-7pm",FALSE
Little Miss Zaza Manicure,"12 years or under. Just like mommy’s service, but without the extra cutting and scrubbing. One design included.",Children's Manicure,Children,Nails,,17,Zaza Nail and Wine Lounge,"Mon 11am-7pm, Tues-Sat 10am-7pm, Sun 10am-6pm",FALSE
Mini Pedicure (children 12 and under),,Children's Pedicure,Children,Nails,,20,Castro Nail Salon,Mon-Sun 10am-7pm,FALSE
Little Princess Pedicure,Complimentary with 2 nail art designs,Children's Pedicure,Children,Nails,,20,It's M3 Time Nail Salon,"Mon-Fri 10am-7:30pm, Sat 10am-7pm, Sun 11am-6:30pm",FALSE
Little Miss Pedi,"Cut & file, Massage, Color, Design",Children's Pedicure,Children,Nails,,15,JoJe Nail Spa,"Mon-Sat 10am-7:30pm, Sun 10am-7pm",FALSE
Kiddie Pedicure,"A pedicure for the little one, ages 10 and under, without harsh exfoliation or intense massage.",Children's Pedicure,Children,Nails,,20,LUX SF,"Sun-Fri 10am-9pm, Sat 10am-7pm",FALSE
Kiddie Regular Pedicure,,Children's Pedicure,Children,Nails,,15,Oliviana Nail Spa,Mon-Sun 9am-9pm,FALSE
Children's Pedicure,Our children's treatment for those 12 and under,Children's Pedicure,Children,Nails,,20,Pampered Hands Salon,"Mon-Fri 9am-7pm, Sat 10am-5pm ",FALSE
Princesss/Prince Pedi,For kids 10 and younger,Children's Pedicure,Children,Nails,,23,Q Spa,"Mon-Fri 11am-7:30pm, Sat 10am-7pm, Sun 10am-6pm",FALSE
Gel Manicure - Deluxe Pedicure,,Gel Mani Reg Pedi,Mani Pedi,Nails,,64,SF Nail Bar,"Tues-Fri 11am-7:30pm, Sat-Sun 10am-7pm",FALSE
Mini-Pedi (kiddie),For kids under 10 year-old,Children's Pedicure,Children,Nails,,20,SF Nail Bar,"Tues-Fri 11am-7:30pm, Sat-Sun 10am-7pm",FALSE
Waxing - Upper legs,,Half leg,Waxing,Hair Removal,,33,Polished Nest,"Tues-Fri 11am-7pm, Sat-Sun 10am-6pm",FALSE
