Service,Description,Micro Category,Macro Category,Service Category,Discounted Price,Original Price,Location,Hours,Discounted?
Waxing - Deluxe Bikini,,bikini,Waxing,Hair Removal,,35,Soubella Nails Spa,Tues-Sun 10am-7:30pm,FALSE
Waxing - Bikini Line,,Bikini,Waxing,Hair Removal,,25+,Sweeties Salon,"Wed-Sat 10:30am-7:30pm, Sun 10:30am-7pm, Mon 10:30am-7:30pm",FALSE
Waxing - Bikini,,Bikini,Waxing,Hair Removal,,25+,The  Nail Room,"Mon-Fri 10:30am-7pm, Sat-Sun 10am-7pm",FALSE
Therapeutic Deep Tissue Massage (90 min),A full body or specifically focused sophisticated massage using a variety of methods. Includes trigger point therapy and myofascial techniques to release deep-seated muscular tension and fascial restrictions that cause stress in the body. Ideal for guests experienced in massage.,Deep Tissue Massage,Massage,Spa,,165,Cocoon Urban Day Spa,"Tues-Fri 10am-8pm, Sat-Mon 10am-6pm",FALSE
Deep Tissue Massage (25 min),Recommended for individuals that desire detailed body work. Relieve stressed muscle areas with firm pressures and kneading movements. ,Deep Tissue Massage,Massage,Spa,,65,Mizu Spa,"Tues-Thurs 11am-7pm, Fri-Sat 10am-7pm, Sun 10am-6pm",FALSE
Deep Tissue Massage (50 min),Recommended for individuals that desire detailed body work. Relieve stressed muscle areas with firm pressures and kneading movements.,Deep Tissue Massage,Massage,Spa,,115,Mizu Spa,"Tues-Thurs 11am-7pm, Fri-Sat 10am-7pm, Sun 10am-6pm",FALSE
Deep Tissue Massage (80 min),Recommended for individuals that desire detailed body work. Relieve stressed muscle areas with firm pressures and kneading movements.,Deep Tissue Massage,Massage,Spa,,150,Mizu Spa,"Tues-Thurs 11am-7pm, Fri-Sat 10am-7pm, Sun 10am-6pm",FALSE
Lavender Crush Massage (50 min),"Experience the ultimate healing and soothing powers of lavender. Earthly minerals are combined with lavender's healing properties in an invigorating full body exfoliation, detoxifying impurities. Next, lavender body spray is massaged into the body. Enjoy a pressure point massage incorporating healing stones to draw out toxins as it balances all your senses. ",Detoxifying Massage,Massage,Spa,,130,Mizu Spa,"Tues-Thurs 11am-7pm, Fri-Sat 10am-7pm, Sun 10am-6pm",FALSE
Lavender Crush Massage (90 min),"Experience the ultimate healing and soothing powers of lavender. Earthly minerals are combined with lavender's healing properties in an invigorating full body exfoliation, detoxifying impurities. Next, lavender body spray is massaged into the body. Enjoy a pressure point massage incorporating healing stones to draw out toxins as it balances all your senses.",Detoxifying Massage,Massage,Spa,,160,Mizu Spa,"Tues-Thurs 11am-7pm, Fri-Sat 10am-7pm, Sun 10am-6pm",FALSE
Regular Pedicure,,Reg Pedicure,Pedicure,Nails,,25+,Sutter Nails,"Mon-Sat 9:30am-7:30pm, Sun 9:30am-7pm",FALSE
Soubella Mani and Pedi,Hot stone massage with shea butter lotion,Base Mani Pedi,Mani Pedi,Nails,,48,Soubella Nails Spa,Tues-Sun 10am-7:30pm,FALSE
Waxing - Bikini line,,Bikini,Waxing,Hair Removal,,25,White Daisy Nail Spa,"Mon-Sat 9am-7pm, Sun 9:30am-6pm",FALSE
Waxing - Bikini Deluxe,,Bikini,Waxing,Hair Removal,,35,White Daisy Nail Spa,"Mon-Sat 9am-7pm, Sun 9:30am-6pm",FALSE
Waxing - Bikini,,Bikini,Waxing,Hair Removal,,24,Tootsie Toes,"Mon-Sat 10am-7:30pm, Sun 10am-7pm",FALSE
Waxing - Bikini,,Bikini,Waxing,Hair Removal,,15,Sutter Nails,"Mon-Sat 9:30am-7:30pm, Sun 9:30am-7pm",FALSE
Foot Massage with Tibetan Herbal Medicine (5 min Herbal Foot Bath + 30 min Foot Massage),,Foot Massage,Massage,Spa,,25,Cascade Nail & Spa,Mon-Sun 10am-10pm,FALSE
Foot Massage (20 min Foot + 20 min Upper Body),,Foot Massage,Massage,Spa,,33,Cascade Nail & Spa,Mon-Sun 10am-10pm,FALSE
Color change hand,,Polish Change Hands,Polish Change,Nails,,12,Boniva Nail Spa,"Tues-Sat 10am - 7pm, Sun 10am-6pm",FALSE
Color Change Hands,,Polish Change Hands,Polish Change,Nails,,10,Cascade Nail & Spa,"Mon-Fri 10am-7:30pm, Sat-Sun 10am-7pm ",FALSE
Hand Polish Change,,Polish Change Hands,Polish Change,Nails,,15,Castro Nail Salon,Mon-Sun 10am-7pm,FALSE
Polish Change Mani,,Polish Change Hands,Polish Change,Nails,,10,City Famous Nail Spa,Mon-Sat 10am-7pm,FALSE
Express Mani,"Cuticle Care, Buff, file and polish change.",Polish Change Hands,Polish Change,Nails,,18,Cocoon Urban Day Spa,"Tues-Fri 10am-8pm, Sat-Mon 10am-6pm",FALSE
Polish Change Hands,,Polish Change Hands,Polish Change,Nails,,10,Fingertips Nail Salon,Mon - Sat 9:30am-7:30pm,FALSE
Polish Change Hands,,Polish Change Hands,Polish Change,Nails,,8,Four Seasons Nail & Spa,"Mon-Sat 9:30am-7:30pm, Sun 9:30AM-6:30pm",FALSE
Gel Color Change Hands,,Polish Change Hands,Polish Change,Nails,,22,Four Seasons Nail & Spa,"Mon-Sat 9:30am-7:30pm, Sun 9:30AM-6:30pm",FALSE
Polish Change Hands,,Polish Change Hands,Polish Change,Nails,,7,Gelous Nails,"Mon-Sat 9:30am-7:30pm, Sun 10am-7pm",FALSE
Color Change Hands,,Polish Change Hands,Polish Change,Nails,,8,Green Spa & Nail,"Mon-Sat 10am-7:30pm, Sun 10am-7pm",FALSE
Color Change Hands,,Polish Change Hands,Polish Change,Nails,,9,Haight Street Nails,"Mon-Tues 10:30am-7pm. Wed-Sat 10:30am-7:30pm, Sun 10:30am-6:30pm",FALSE
Polish Change Hands,,Polish Change Hands,Polish Change,Nails,,10,It's M3 Time Nail Salon,"Mon-Fri 10am-7:30pm, Sat 10am-7pm, Sun 11am-6:30pm",FALSE
Gel Polish Change Hand,,Polish Change Hands,Polish Change,Nails,,25,It's M3 Time Nail Salon,"Mon-Fri 10am-7:30pm, Sat 10am-7pm, Sun 11am-6:30pm",FALSE
Express Mani,"Cut & file, Buff, Polish change",Polish Change Hands,Polish Change,Nails,,10,JoJe Nail Spa,"Mon-Sat 10am-7:30pm, Sun 10am-7pm",FALSE
Color Change - Hands,,Polish Change Hands,Polish Change,Nails,,11,KT Nails,Wed-Mon 10am-7:30pm,FALSE
Gel Color Change - Hands,,Polish Change Hands,Polish Change,Nails,,20,KT Nails,Wed-Mon 10am-7:30pm,FALSE
Regular polish change hands,,Polish Change Hands,Polish Change,Nails,,15,Lotus Nail Salon,"Mon-Sat 10am-7:30pm, Sun 10:30am-7pm",FALSE
Gel polish change hand,,Polish Change Hands,Polish Change,Nails,,20,Lotus Nail Salon,"Mon-Sat 10am-7:30pm, Sun 10:30am-7pm",FALSE
Express Polish Change Hands,"A nail technician will cut and file your nails to the desired shape before application of nail polish. No cuticle care, massage or gel application.",Polish Change Hands,Polish Change,Nails,,15,LUX SF,"Sun-Fri 10am-9pm, Sat 10am-7pm",FALSE
Polsh Change Hand,,Polish Change Hands,Polish Change,Nails,,7,Mimosa Nails,Mon-Sun 10am-7pm,FALSE
Express Manicure,"buff, file & polish change",Polish Change Hands,Polish Change,Nails,,18,Mizu Spa,"Tues-Thurs 11am-7pm, Fri-Sat 10am-7pm, Sun 10am-6pm",FALSE
Polish Change,,Polish Change Hands,Polish Change,Nails,,10+,Nail Today,"Mon-Sat 9:30am-7:30pm, Sun 10am-7pm",FALSE
Polish Change Mani,,Polish Change Hands,Polish Change,Nails,,6,Nailtastic Salon,Mon-Sat 10am-7pm,FALSE
Regular polish change (hands),,Polish Change Hands,Polish Change,Nails,,10,Oliviana Nail Spa,Mon-Sun 9am-9pm,FALSE
Polish Change Hands,,Polish Change Hands,Polish Change,Nails,,8,Pampered Hands Salon,"Mon-Fri 9am-7pm, Sat 10am-5pm ",FALSE
Polish Change for Hand,,Polish Change Hands,Polish Change,Nails,,10,Pearly Nails,"Mon 10am-7pm, Wed-Sun 10am-7pm",FALSE
Polish Change,"Trim, file, buff or polish",Polish Change Hands,Polish Change,Nails,,15,Q Spa,"Mon-Fri 11am-7:30pm, Sat 10am-7pm, Sun 10am-6pm",FALSE
Hands Polish change,,Polish Change Hands,Polish Change,Nails,,12,Rosy Heels,Mon-Sat 9:30am-7pm,FALSE
Color Change Hands,,Polish Change Hands,Polish Change,Nails,,7,Sensi Luxury Nails & Spa,"Tues-Thurs 11am-7:30pm, Sat-Sun 10:30am-7pm",FALSE
Polish Change (Hands),"Cut, file, polish, cuticle treated with jojoba oil.",Polish Change Hands,Polish Change,Nails,,12,SF Nail Bar,"Tues-Fri 11am-7:30pm, Sat-Sun 10am-7pm",FALSE
Polish Change ,,Polish Change Hands,Polish Change,Nails,,13,Silk Day Spa,"Mon-Fri 9:30am-7:30pm, Sat 9am-7pm, Sun 10am-6pm",FALSE
Polish Change,,Polish Change Hands,Polish Change,Nails,,7,Simply Unique Nails,"Mon-Fri 10am-8pm, Sat 10am-7pm, Sun 11am-6:30pm",FALSE
Color Change Mani,,Polish Change Hands,Polish Change,Nails,,12,Soubella Nails Spa,Tues-Sun 10am-7:30pm,FALSE
Polish Change Hand Nail,,Polish Change Hands,Polish Change,Nails,,10,Sweeties Salon,"Wed-Sat 10:30am-7:30pm, Sun 10:30am-7pm, Mon 10:30am-7:30pm",FALSE
Polish Change Hands,,Polish Change Hands,Polish Change,Nails,,10,The  Nail Room,"Mon-Fri 10:30am-7pm, Sat-Sun 10am-7pm",FALSE
Polish Change Hands Gel,,Polish Change Hands,Polish Change,Nails,,22,The  Nail Room,"Mon-Fri 10:30am-7pm, Sat-Sun 10am-7pm",FALSE
Polish Change Hand,,Polish Change Hands,Polish Change,Hair Removal,,10,White Daisy Nail Spa,"Mon-Sat 9am-7pm, Sun 9:30am-6pm",FALSE
Polish Change Hand,,Polish Change Hands,Polish Change,Nails,,9,Tootsie Toes,"Mon-Sat 10am-7:30pm, Sun 10am-7pm",FALSE
Polish Change Hands,,Polish Change Hands,Polish Change,Nails,,10,Sutter Nails,"Mon-Sat 9:30am-7:30pm, Sun 9:30am-7pm",FALSE
Polish Change - Hands,,Polish Change Hands,Polish Change,Nails,,15,Vanity Beauty Lounge,Mon-Fri 11am-7pm,FALSE
Color change feet,,Polish Change Feet,Polish Change,Nails,,15+,Boniva Nail Spa,"Tues-Sat 10am - 7pm, Sun 10am-6pm",FALSE
Color Change Toes,,Polish Change Feet,Polish Change,Nails,,13,Cascade Nail & Spa,"Mon-Fri 10am-7:30pm, Sat-Sun 10am-7pm ",FALSE
Feet Polish Change,,Polish Change Feet,Polish Change,Nails,,18,Castro Nail Salon,Mon-Sun 10am-7pm,FALSE
Polish Change Pedi,,Polish Change Feet,Polish Change,Nails,,15,City Famous Nail Spa,Mon-Sat 10am-7pm,FALSE
Express Pedi,"Cuticle Care, Buff, file and polish change.",Polish Change Feet,Polish Change,Nails,,22,Cocoon Urban Day Spa,"Tues-Fri 10am-8pm, Sat-Mon 10am-6pm",FALSE
Polish Change Feet,,Polish Change Feet,Polish Change,Nails,,15,Fingertips Nail Salon,Mon - Sat 9:30am-7:30pm,FALSE
Polish Change Feet,,Polish Change Feet,Polish Change,Nails,,12,Four Seasons Nail & Spa,"Mon-Sat 9:30am-7:30pm, Sun 9:30AM-6:30pm",FALSE
Gel Color Change Feet,,Polish Change Feet,Polish Change,Nails,,32,Four Seasons Nail & Spa,"Mon-Sat 9:30am-7:30pm, Sun 9:30AM-6:30pm",FALSE
Polish Change Feet,,Polish Change Feet,Polish Change,Nails,,9,Gelous Nails,"Mon-Sat 9:30am-7:30pm, Sun 10am-7pm",FALSE
Color Change Feet,,Polish Change Feet,Polish Change,Nails,,10,Green Spa & Nail,"Mon-Sat 10am-7:30pm, Sun 10am-7pm",FALSE
Color Change Feet,,Polish Change Feet,Polish Change,Nails,,11,Haight Street Nails,"Mon-Tues 10:30am-7pm. Wed-Sat 10:30am-7:30pm, Sun 10:30am-6:30pm",FALSE
Polish Change Feets,,Polish Change Feet,Polish Change,Nails,,15,It's M3 Time Nail Salon,"Mon-Fri 10am-7:30pm, Sat 10am-7pm, Sun 11am-6:30pm",FALSE
Gel Polish Change Feet,,Polish Change Feet,Polish Change,Nails,,30+,It's M3 Time Nail Salon,"Mon-Fri 10am-7:30pm, Sat 10am-7pm, Sun 11am-6:30pm",FALSE
Expres Pedi,"Cut & file, Buff, Polish change",Polish Change Feet,Polish Change,Nails,,12,JoJe Nail Spa,"Mon-Sat 10am-7:30pm, Sun 10am-7pm",FALSE
Color Change - Feet,,Polish Change Feet,Polish Change,Nails,,14,KT Nails,Wed-Mon 10am-7:30pm,FALSE
Gel Color Change - Feet,,Polish Change Feet,Polish Change,Nails,,25,KT Nails,Wed-Mon 10am-7:30pm,FALSE
Regular polish change feet,,Polish Change Feet,Polish Change,Nails,,17,Lotus Nail Salon,"Mon-Sat 10am-7:30pm, Sun 10:30am-7pm",FALSE
Gel polish feet,,Polish Change Feet,Polish Change,Nails,,25,Lotus Nail Salon,"Mon-Sat 10am-7:30pm, Sun 10:30am-7pm",FALSE
Express Polish Change Feet,"A nail technician will cut and file your nails to the desired shape before application of nail polish. No cuticle care, massage or gel application.",Polish Change Feet,Polish Change,Nails,,20,LUX SF,"Sun-Fri 10am-9pm, Sat 10am-7pm",FALSE
Polish Change Feet,,Polish Change Feet,Polish Change,Nails,,9,Mimosa Nails,Mon-Sun 10am-7pm,FALSE
Express Pedicure,"buff, file & polish change",Polish Change Feet,Polish Change,Nails,,20,Mizu Spa,"Tues-Thurs 11am-7pm, Fri-Sat 10am-7pm, Sun 10am-6pm",FALSE
Polish Change Pedi,,Polish Change Feet,Polish Change,Nails,,10,Nailtastic Salon,Mon-Sat 10am-7pm,FALSE
Polish Change (feet) ,with cut and file,Polish Change Feet,Polish Change,Nails,,15,Oliviana Nail Spa,Mon-Sun 9am-9pm,FALSE
Polish Change Feet,,Polish Change Feet,Polish Change,Nails,,11,Pampered Hands Salon,"Mon-Fri 9am-7pm, Sat 10am-5pm ",FALSE
Polish Change for Toes,,Polish Change Feet,Polish Change,Nails,,12,Pearly Nails,"Mon 10am-7pm, Wed-Sun 10am-7pm",FALSE
French Lavender Pedi,"Enjoy the benifit of our traditional nail care and Shea Butter Salt Scrub, plus a triple dipping inwarm paraffin wax for extra moisturizing.",French Pedicure,Pedicure,Nails,,45,White Daisy Nail Spa,"Mon-Sat 9am-7pm, Sun 9:30am-6pm",FALSE
Toes Polish change,,Polish Change Feet,Polish Change,Nails,,8,Rosy Heels,Mon-Sat 9:30am-7pm,FALSE
Color Change Feet,,Polish Change Feet,Polish Change,Nails,,10,Sensi Luxury Nails & Spa,"Tues-Thurs 11am-7:30pm, Sat-Sun 10:30am-7pm",FALSE
Polish Change (Feet) ,,Polish Change Feet,Polish Change,Nails,,15,SF Nail Bar,"Tues-Fri 11am-7:30pm, Sat-Sun 10am-7pm",FALSE
Color Change Pedi,,Polish Change Feet,Polish Change,Nails,,17,Soubella Nails Spa,Tues-Sun 10am-7:30pm,FALSE
Polish Change Toes Nail,,Polish Change Feet,Polish Change,Nails,,12,Sweeties Salon,"Wed-Sat 10:30am-7:30pm, Sun 10:30am-7pm, Mon 10:30am-7:30pm",FALSE
Polish Change Feet,,Polish Change Feet,Polish Change,Nails,,14,The  Nail Room,"Mon-Fri 10:30am-7pm, Sat-Sun 10am-7pm",FALSE
Polish Change Feet Gel,,Polish Change Feet,Polish Change,Nails,,27,The  Nail Room,"Mon-Fri 10:30am-7pm, Sat-Sun 10am-7pm",FALSE
Polish Change Feet,,Polish Change Feet,Polish Change,Hair Removal,,15,White Daisy Nail Spa,"Mon-Sat 9am-7pm, Sun 9:30am-6pm",FALSE
Polish Change Feet,,Polish Change Feet,Polish Change,Nails,,13,Tootsie Toes,"Mon-Sat 10am-7:30pm, Sun 10am-7pm",FALSE
Polish Change Feet,,Polish Change Feet,Polish Change,Nails,,12,Sutter Nails,"Mon-Sat 9:30am-7:30pm, Sun 9:30am-7pm",FALSE
Polish Change - Feet,,Polish Change Feet,Polish Change,Nails,,17,Vanity Beauty Lounge,Mon-Fri 11am-7pm,FALSE
Custom Facial,"Designed to address specific challenges that you’re experiencing with your skin. Your facial will be customized exactly to your needs to correct dry, oily or sensitive patches.",Hydrating Facial,Facial,Spa,,86,Vanity Beauty Lounge,Mon-Fri 11am-7pm,FALSE
Paraffin Wax Hands,,Paraffin Treatment,Add-on,Nails,,12,Cascade Nail & Spa,"Mon-Fri 10am-7:30pm, Sat-Sun 10am-7pm ",FALSE
Paraffin Wax Feet,,Paraffin Treatment,Add-on,Nails,,15,Cascade Nail & Spa,"Mon-Fri 10am-7:30pm, Sat-Sun 10am-7pm ",FALSE
Paraffin Wax Hands,,Paraffin Treatment,Add-on,Nails,,12,Castro Nail Salon,Mon-Sun 10am-7pm,FALSE
Paraffin Wax Feet,,Paraffin Treatment,Add-on,Nails,,15,Castro Nail Salon,Mon-Sun 10am-7pm,FALSE
Paraffin,,Paraffin Treatment,Add-on,Nails,,10,City Famous Nail Spa,Mon-Sat 10am-7pm,FALSE
Paraffin Dip,,Paraffin Treatment,Add-on,Nails,,10,Cocoon Urban Day Spa,"Tues-Fri 10am-8pm, Sat-Mon 10am-6pm",FALSE
Paraffin Treatment,,Paraffin Treatment,Add-on,Nails,,7,Fingertips Nail Salon,Mon - Sat 9:30am-7:30pm,FALSE
Paraffin Hand,,Paraffin Treatment,Add-on,Nails,,5,Four Seasons Nail & Spa,"Mon-Sat 9:30am-7:30pm, Sun 9:30AM-6:30pm",FALSE
Paraffin Feet,,Paraffin Treatment,Add-on,Nails,,8,Four Seasons Nail & Spa,"Mon-Sat 9:30am-7:30pm, Sun 9:30AM-6:30pm",FALSE
Paraffin Treatment Hands,,Paraffin Treatment,Add-on,Nails,,8,Green Spa & Nail,"Mon-Sat 10am-7:30pm, Sun 10am-7pm",FALSE
Paraffin Treatment Feet,,Paraffin Treatment,Add-on,Nails,,10,Green Spa & Nail,"Mon-Sat 10am-7:30pm, Sun 10am-7pm",FALSE
Paraffin Treatment,,Paraffin Treatment,Add-on,Nails,,10,Haight Street Nails,"Mon-Tues 10:30am-7pm. Wed-Sat 10:30am-7:30pm, Sun 10:30am-6:30pm",FALSE
Paraffin Wax hands,,Paraffin Treatment,Add-on,Nails,,15,Hand Job Spa,"Mon-Sat 10am-8pm, Sun 11am-7pm",FALSE
Paraffin Wax feet,,Paraffin Treatment,Add-on,Nails,,15,Hand Job Spa,"Mon-Sat 10am-8pm, Sun 11am-7pm",FALSE
Paraffin Wax Hands,,Paraffin Treatment,Add-on,Nails,,7,It's M3 Time Nail Salon,"Mon-Fri 10am-7:30pm, Sat 10am-7pm, Sun 11am-6:30pm",FALSE
Paraffin Wax Feet,,Paraffin Treatment,Add-on,Nails,,7,It's M3 Time Nail Salon,"Mon-Fri 10am-7:30pm, Sat 10am-7pm, Sun 11am-6:30pm",FALSE
Paraffin treatment,,Paraffin Treatment,Add-on,Nails,,10,JoJe Nail Spa,"Mon-Sat 10am-7:30pm, Sun 10am-7pm",FALSE
Collagen Gloves,,Paraffin treatment,Add-on,Nails,,5,KT Nails,Wed-Mon 10am-7:30pm,FALSE
Collagen Socks,,Paraffin treatment,Add-on,Nails,,7,KT Nails,Wed-Mon 10am-7:30pm,FALSE
Paraffin Wax,,Paraffin treatment,Add-on,Nails,,10,La Petite Nail Shop,"Mon 11am-7pm, Tues 10am-7pm, Wed 11am-7pm, Thurs-Sun 10am-7pm",FALSE
Paraffin hands,,Paraffin treatment,Add-on,Nails,,12,Lotus Nail Salon,"Mon-Sat 10am-7:30pm, Sun 10:30am-7pm",FALSE
Paraffin feet,,Paraffin treatment,Add-on,Nails,,15,Lotus Nail Salon,"Mon-Sat 10am-7:30pm, Sun 10:30am-7pm",FALSE
PerfectSense Paraffin Wrap,,Paraffin treatment,Add-on,Nails,,20,LUX SF,"Sun-Fri 10am-9pm, Sat 10am-7pm",FALSE
Paraffin Dip,,Paraffin treatment,Add-on,Nails,,10,Mani-Pedi Beauty Spa,"Mon-Sat 10am-7:30pm, Sun 10am-7pm",FALSE
Paraffin Hand,,Paraffin treatment,Add-on,Nails,,10,Mimosa Nails,Mon-Sun 10am-7pm,FALSE
Paraffin Feet,,Paraffin treatment,Add-on,Nails,,10,Mimosa Nails,Mon-Sun 10am-7pm,FALSE
Paraffin Dip Hands,,Paraffin treatment,Add-on,Nails,,12,Mizu Spa,"Tues-Thurs 11am-7pm, Fri-Sat 10am-7pm, Sun 10am-6pm",FALSE
Paraffin Dip Feet,,Paraffin treatment,Add-on,Nails,,15,Mizu Spa,"Tues-Thurs 11am-7pm, Fri-Sat 10am-7pm, Sun 10am-6pm",FALSE
Paraffin Hand Treatment,,Paraffin treatment,Add-on,Nails,,1,Nail Today,"Mon-Sat 9:30am-7:30pm, Sun 10am-7pm",FALSE
Paraffin Foot Treatment,,Paraffin treatment,Add-on,Nails,,5,Nail Today,"Mon-Sat 9:30am-7:30pm, Sun 10am-7pm",FALSE
Paraffin ,Soaking in spa chair water with Perfect Sense paraffin and warm towel service,Paraffin treatment,Add-on,Nails,,15,Oliviana Nail Spa,Mon-Sun 9am-9pm,FALSE
Paraffin dip,,Paraffin treatment,Add-on,Nails,,10,Pampered Hands Salon,"Mon-Fri 9am-7pm, Sat 10am-5pm ",FALSE
Aroma - Infused Paraffin,,Paraffin treatment,Add-on,Nails,,10,Pearly Nails,"Mon 10am-7pm, Wed-Sun 10am-7pm",FALSE
Paraffin Wax (Hands or Feet),,Paraffin treatment,Add-on,Nails,,10,SF Nail Bar,"Tues-Fri 11am-7:30pm, Sat-Sun 10am-7pm",FALSE
Paraffin Dip,,Paraffin treatment,Add-on,Nails,,7,Simply Unique Nails,"Mon-Fri 10am-8pm, Sat 10am-7pm, Sun 11am-6:30pm",FALSE
Paraffin Treatment,,Paraffin treatment,Add-on,Nails,,10,Soubella Nails Spa,Tues-Sun 10am-7:30pm,FALSE
Paraffin Treatment,,Paraffin treatment,Add-on,Nails,,10,Sweeties Salon,"Wed-Sat 10:30am-7:30pm, Sun 10:30am-7pm, Mon 10:30am-7:30pm",FALSE
Add Paraffin (Hand or Feet),,Paraffin treatment,Add-on,Nails,,10,The  Nail Room,"Mon-Fri 10:30am-7pm, Sat-Sun 10am-7pm",FALSE
Paraffin treatment,,Paraffin treatment,Add-on,Nails,,15,White Daisy Nail Spa,"Mon-Sat 9am-7pm, Sun 9:30am-6pm",FALSE
Paraffin Dip,,Paraffin treatment,Add-on,Nails,,10,Tootsie Toes,"Mon-Sat 10am-7:30pm, Sun 10am-7pm",FALSE
Paraffin Wax Hands,,Paraffin treatment,Add-on,Nails,,10,Sutter Nails,"Mon-Sat 9:30am-7:30pm, Sun 9:30am-7pm",FALSE
Paraffin Wax Feet,,Paraffin treatment,Add-on,Nails,,10,Sutter Nails,"Mon-Sat 9:30am-7:30pm, Sun 9:30am-7pm",FALSE
Paraffin Hands,,Paraffin treatment,Add-on,Nails,,16,Vanity Beauty Lounge,Mon-Fri 11am-7pm,FALSE
Paraffin Feet,,Paraffin treatment,Add-on,Nails,,11,Vanity Beauty Lounge,Mon-Fri 11am-7pm,FALSE
Waxing - Bikini,,Bikini,Waxing,Hair Removal,,35+,Vanity Beauty Lounge,Mon-Fri 11am-7pm,FALSE
Men's Wax - Chest & Abdomen,,Package Deal,Men's Waxing,Hair Removal,,45,Cocoon Urban Day Spa,"Tues-Fri 10am-8pm, Sat-Mon 10am-6pm",FALSE
Threading - Lip & Chin,,Package Deal,Threading,Hair Removal,,35,Cocoon Urban Day Spa,"Tues-Fri 10am-8pm, Sat-Mon 10am-6pm",FALSE
Waxing - Extended Bikini,,Bikini,Waxing,Hair Removal,,49+,Vanity Beauty Lounge,Mon-Fri 11am-7pm,FALSE
Waxing - Bikini,,Bikini,Waxing,Hair Removal,,20+,Sunset Nails,"Mon-Fri 10am-7pm, Sun 10am-6pm",FALSE
Waxing - Bikini,,Bikini,Waxing,Hair Removal,,15+,Sugarcoat,"Mon-Fri 10am-7:30pm, Sun 10am-7pm",FALSE
Waxing - Brazilian,,Brazilian,Waxing ,Hair Removal,,35+,Boniva Nail Spa,"Tues-Sat 10am - 7pm, Sun 10am-6pm",FALSE
Waxing - Brazilian,,Brazilian,Waxing,Hair Removal,,40,Cascade Nail & Spa,"Mon-Fri 10am-7:30pm, Sat-Sun 10am-7pm ",FALSE
Waxing - Brazilian w/ hip,,Brazilian,Waxing,Hair Removal,,45,Cascade Nail & Spa,"Mon-Fri 10am-7:30pm, Sat-Sun 10am-7pm ",FALSE
Waxing - Brazilian,,Brazilian,Waxing,Hair Removal,,50+,Castro Nail Salon,Mon-Sun 10am-7pm,FALSE
Sugaring - Eyebrows & Lip,,Package Deal,Sugaring,Hair Removal,,29,JoJe Nail Spa,"Mon-Sat 10am-7:30pm, Sun 10am-7pm",FALSE
Sugaring - Eyebrows & Lip & Chin,,Package Deal,Sugaring,Hair Removal,,35,JoJe Nail Spa,"Mon-Sat 10am-7:30pm, Sun 10am-7pm",FALSE
Waxing - Brazilian,,Brazilian,Waxing,Hair Removal,,40+,City Famous Nail Spa,Mon-Sat 10am-7pm,FALSE
Women's Wax - Bare Cocoon Brazilian,,Brazilian,Waxing,Hair Removal,,65,Cocoon Urban Day Spa,"Tues-Fri 10am-8pm, Sat-Mon 10am-6pm",FALSE
Women's Wax - Bare Cocoon Brazilian Touch-up,,Brazilian,Waxing,Hair Removal,,58,Cocoon Urban Day Spa,"Tues-Fri 10am-8pm, Sat-Mon 10am-6pm",FALSE
Waxing - Brazilian,,Brazilian,Waxing,Hair Removal,,35+,Diane Nails Care,"Mon-Fri 10:30am-8pm, Sat 10am-7:30pm, Sun 10am-7pm",FALSE
Waxing - Brazilian,,Brazilian,Waxing,Hair Removal,,30+,Doan's Nail,Mon-Sat 10am-7pm,FALSE
Mani Pedi,,Base Mani Pedi,Mani Pedi,Nails,45,48,Sweeties Salon,"Wed-Sat 10:30am-7:30pm, Sun 10:30am-7pm, Mon 10:30am-7:30pm",TRUE
Reg. Mani + Reg. Pedi,,Base Mani Pedi,Mani Pedi,Nails,,40,The  Nail Room,"Mon-Fri 10:30am-7pm, Sat-Sun 10am-7pm",FALSE
Standard Manicure & Pedicure,,Base Mani Pedi,Mani Pedi,Nails,,43,White Daisy Nail Spa,"Mon-Sat 9am-7pm, Sun 9:30am-6pm",FALSE
Waxing - Brazilian,,Brazilian,Waxing,Hair Removal,,40,Elegant Nails Salon,Mon - Sun 9am-7:30pm,FALSE
Waxing - Brazilian,,Brazilian,Waxing,Hair Removal,,35+,Fingertips Nail Salon,Mon - Sat 9:30am-7:30pm,FALSE
Paraffin Dip,,Paraffin Treatment,Add-on,Nails,,15,Zaza Nail and Wine Lounge,"Mon 11am-7pm, Tues-Sat 10am-7pm, Sun 10am-6pm",FALSE
Shiny Buffer,,Other,Add-on,Nails,,1,Cascade Nail & Spa,"Mon-Fri 10am-7:30pm, Sat-Sun 10am-7pm ",FALSE
Anti-Aging Mask,,Other,Add-on,Nails,,10,La Petite Nail Shop,"Mon 11am-7pm, Tues 10am-7pm, Wed 11am-7pm, Thurs-Sun 10am-7pm",FALSE
Vinylux,,Other,Add-on,Nails,,5,La Petite Nail Shop,"Mon 11am-7pm, Tues 10am-7pm, Wed 11am-7pm, Thurs-Sun 10am-7pm",FALSE
Keratin Rejuvenation Emulsion Wrap,,Other,Add-on,Nails,,10,LUX SF,"Sun-Fri 10am-9pm, Sat 10am-7pm",FALSE
Acrylic Fill-In,,Acrylic Fill,Acrylic,Nails,,25,Fingertips Nail Salon,Mon - Sat 9:30am-7:30pm,FALSE
Buffing,,Other,Add-on,Nails,,1,Nail Today,"Mon-Sat 9:30am-7:30pm, Sun 10am-7pm",FALSE
